Date,Product_ID,Category,Region,Units_Sold,Sales
2020-02-07,1061,Electronics,West,54,4313.197424333609
2020-02-08,1061,Groceries,East,34,9614.932304714534
2020-02-09,1046,Books,West,7,1165.0504990002862
2020-02-10,1061,Electronics,South,35,7080.549825494911
2020-02-11,1050,Clothing,South,15,2202.988248615117
2020-02-12,1054,Electronics,West,65,30315.418940208958
2020-02-13,1063,Clothing,North,90,31035.13000445743
2020-02-14,1002,Books,East,99,13721.949706047151
2020-02-15,1050,Clothing,North,25,8151.633848261389
2020-02-16,1006,Clothing,West,59,25122.228361016954
2020-02-17,1020,Clothing,South,79,16337.105364561476
2020-02-18,1072,Clothing,East,86,35834.409435841524
2020-02-19,1038,Electronics,North,6,513.9799363595776
2020-02-20,1017,Clothing,North,52,21484.469176789964
2020-02-21,1003,Electronics,West,79,21704.7901338473
2020-02-22,1088,Clothing,East,88,10494.659922990428
2020-02-23,1059,Groceries,South,21,4399.484847080329
2020-02-24,1013,Books,West,71,35082.276207217794
2020-02-25,1008,Clothing,East,93,36636.647678395355
2020-02-26,1089,Groceries,North,96,28012.062439555826
2020-02-27,1052,Clothing,West,32,2125.770138662961
2020-02-28,1001,Clothing,North,53,11380.56680795196
2020-02-29,1083,Clothing,North,59,8194.819270085107
2020-03-01,1091,Groceries,West,69,3090.5464980772445
2020-03-02,1059,Books,West,62,17092.16932929279
2020-03-03,1070,Groceries,West,4,1782.8039716881171
2020-03-04,1043,Books,West,86,29329.77844485763
2020-03-05,1007,Clothing,West,18,2382.181021988108
2020-03-06,1046,Electronics,North,99,28814.58928332831
2020-03-07,1034,Clothing,South,81,38246.968706041196
2020-03-08,1077,Books,South,56,20396.789052205346
2020-03-09,1080,Groceries,West,24,8348.213057023544
2020-03-10,1035,Clothing,North,66,31970.235095797878
2020-03-11,1049,Groceries,South,13,5218.822992242238
2020-03-12,1003,Groceries,South,62,4770.62323934009
2020-03-13,1001,Groceries,South,54,9738.424401390288
2020-03-14,1005,Clothing,North,15,7243.784150421992
2020-03-15,1053,Groceries,West,69,17246.939377834307
2020-03-16,1003,Groceries,West,3,194.10704462214247
2020-03-17,1053,Clothing,West,37,8684.506468459558
2020-03-18,1092,Groceries,East,37,13006.487333703617
2020-03-19,1062,Clothing,East,3,1496.3958858714245
2020-03-20,1017,Books,East,63,10628.957122306043
2020-03-21,1089,Books,North,35,9166.589904179546
2020-03-22,1043,Books,South,52,22934.26435447675
2020-03-23,1033,Groceries,South,87,16015.041505784127
2020-03-24,1073,Electronics,North,28,1779.0685564265614
2020-03-25,1061,Electronics,North,94,44647.98640256927
2020-03-26,1099,Groceries,West,18,4488.047915213071
2020-03-27,1013,Electronics,West,36,9229.10465801758
2020-03-28,1094,Clothing,East,33,10374.806338249626
2020-03-29,1047,Electronics,East,64,750.9085193331236
2020-03-30,1014,Groceries,North,26,12122.61117674714
2020-03-31,1071,Groceries,East,48,8981.32951389722
2020-04-01,1077,Clothing,South,40,8179.864502733233
2020-04-02,1086,Books,North,17,1620.3300319518476
2020-04-03,1061,Groceries,North,40,7811.771620532237
2020-04-04,1039,Clothing,South,7,2827.5263105618587
2020-04-05,1084,Electronics,West,57,22913.767414476086
2020-04-06,1079,Electronics,West,8,3748.323616310175
2020-04-07,1081,Clothing,South,56,11624.616730361036
2020-04-08,1052,Clothing,South,31,11075.479641940996
2020-04-09,1023,Groceries,East,59,15254.237721050478
2020-04-10,1025,Electronics,North,58,23430.327678133704
2020-04-11,1088,Clothing,East,12,4309.747013702022
2020-04-12,1059,Electronics,South,48,9133.076802733203
2020-04-13,1040,Clothing,East,31,5424.075542313588
2020-04-14,1028,Electronics,South,83,11096.834971347442
2020-04-15,1014,Books,East,63,18427.04245238425
2020-04-16,1044,Groceries,East,74,35688.94179879334
2020-04-17,1064,Electronics,West,39,4213.275355871686
2020-04-18,1088,Books,South,76,4307.201420637071
2020-04-19,1070,Electronics,East,20,1370.1262923478737
2020-04-20,1008,Electronics,North,48,18898.480865403526
2020-04-21,1087,Books,East,71,12890.146141059971
2020-04-22,1000,Electronics,East,54,6476.746260740367
2020-04-23,1007,Electronics,North,78,14265.702204235173
2020-04-24,1087,Groceries,South,75,24465.907371484926
2020-04-25,1062,Books,West,71,19732.72407277599
2020-04-26,1010,Books,West,29,10856.405466666622
2020-04-27,1080,Clothing,West,74,13034.82862394921
2020-04-28,1007,Electronics,North,93,21528.942092785714
2020-04-29,1034,Groceries,East,73,4377.408557803774
2020-04-30,1034,Electronics,South,48,2198.3393546910197
2020-05-01,1032,Electronics,East,74,17501.375105527084
2020-05-02,1004,Clothing,West,83,13095.93402482571
2020-05-03,1040,Electronics,East,56,17375.24769941543
2020-05-04,1027,Groceries,North,95,2951.7508014448226
2020-05-05,1006,Groceries,North,17,1184.3139254043801
2020-05-06,1072,Clothing,South,9,3905.491476979203
2020-05-07,1071,Electronics,South,97,27886.791370803036
2020-05-08,1011,Groceries,West,34,12202.828531295845
2020-05-09,1033,Electronics,South,45,19015.48521749587
2020-05-10,1032,Electronics,East,88,20880.536868006253
2020-05-11,1047,Electronics,North,9,3446.2762932965697
2020-05-12,1022,Clothing,North,7,1869.3285362221884
2020-05-13,1061,Electronics,North,16,1906.3503589458385
2020-05-14,1087,Groceries,South,19,3333.578931536747
2020-05-15,1036,Electronics,North,6,1501.6302967036427
2020-05-16,1098,Groceries,North,11,1818.0131262085392
2020-05-17,1043,Electronics,North,76,13255.051225870215
2020-05-18,1085,Groceries,West,61,10694.671726025628
2020-05-19,1090,Groceries,West,42,2948.046764879204
2020-05-20,1034,Electronics,South,13,669.1734079420412
2020-05-21,1064,Electronics,North,12,393.3967133848695
2020-05-22,1098,Groceries,South,85,5471.328272080125
2020-05-23,1046,Books,North,74,13202.81916083751
2020-05-24,1077,Clothing,North,20,6019.9436966739595
2020-05-25,1002,Books,North,50,5109.59971663052
2020-05-26,1000,Books,South,36,16024.476043486535
2020-05-27,1004,Electronics,South,92,37361.88000027438
2020-05-28,1089,Clothing,North,88,23325.12910433114
2020-05-29,1013,Books,East,69,25175.534379799697
2020-05-30,1026,Electronics,South,37,7011.536152788491
2020-05-31,1008,Books,West,12,336.2534212705686
2020-06-01,1078,Books,South,99,44859.18643380351
2020-06-02,1014,Electronics,North,40,2904.752369853311
2020-06-03,1089,Electronics,East,54,25622.422185205578
2020-06-04,1041,Electronics,North,2,580.4449365007879
2020-06-05,1076,Clothing,West,50,7986.294995025034
2020-06-06,1050,Books,South,41,10365.08968233496
2020-06-07,1062,Electronics,South,45,11510.937286754226
2020-06-08,1095,Groceries,North,9,192.6960203417862
2020-06-09,1051,Books,North,62,11418.870300240133
2020-06-10,1095,Groceries,West,86,32037.94479273854
2020-06-11,1003,Clothing,East,47,12216.893421534805
2020-06-12,1093,Electronics,West,5,648.3637866734813
2020-06-13,1022,Groceries,East,76,13239.491187775793
2020-06-14,1014,Clothing,South,1,432.89665262681507
2020-06-15,1042,Electronics,East,44,11770.850888438948
2020-06-16,1028,Groceries,East,22,5915.635881102325
2020-06-17,1035,Groceries,South,38,18282.524087529808
2020-06-18,1012,Clothing,South,19,3177.40582503115
2020-06-19,1031,Electronics,South,80,19598.01210416415
2020-06-20,1070,Electronics,West,31,12639.929549379469
2020-06-21,1058,Groceries,South,67,25585.089130961183
2020-06-22,1085,Groceries,North,87,12201.029356819312
2020-06-23,1027,Groceries,South,42,3529.4537597188405
2020-06-24,1065,Electronics,South,82,28974.309871208454
2020-06-25,1041,Clothing,South,26,3542.5396925236614
2020-06-26,1044,Clothing,East,13,6007.445027699416
2020-06-27,1061,Electronics,West,58,4253.219463173806
2020-06-28,1056,Books,South,18,2987.5400651887294
2020-06-29,1005,Clothing,West,67,2468.665316544919
2020-06-30,1027,Groceries,North,87,30851.90523158581
2020-07-01,1027,Books,North,3,1340.1560939056353
2020-07-02,1043,Books,South,55,17686.818511570636
2020-07-03,1083,Clothing,North,89,41785.409006455804
2020-07-04,1029,Books,West,91,6639.992401368939
2020-07-05,1061,Books,East,58,3073.398212805903
2020-07-06,1074,Clothing,South,63,26511.801011136737
2020-07-07,1091,Clothing,North,91,39057.24331048437
2020-07-08,1088,Books,West,52,21694.887150689625
2020-07-09,1061,Groceries,West,89,35732.85939949664
2020-07-10,1096,Electronics,North,24,4499.805559918644
2020-07-11,1000,Books,West,72,8392.06230910416
2020-07-12,1026,Books,West,9,4186.025728190254
2020-07-13,1061,Groceries,South,37,5935.913315040295
2020-07-14,1076,Books,West,94,19290.657840475324
2020-07-15,1002,Books,North,83,29281.062880897924
2020-07-16,1069,Electronics,South,53,8148.457397443858
2020-07-17,1071,Electronics,North,80,32909.90468519125
2020-07-18,1026,Electronics,East,24,1063.6071739097476
2020-07-19,1008,Clothing,North,21,8351.269647432136
2020-07-20,1061,Clothing,North,40,12196.285923308962
2020-07-21,1036,Electronics,South,62,18027.546908170953
2020-07-22,1096,Electronics,West,70,16422.332442456063
2020-07-23,1050,Clothing,North,69,10056.911610342511
2020-07-24,1043,Groceries,South,14,3323.5221580582834
2020-07-25,1023,Books,East,42,9681.586777344584
2020-07-26,1078,Books,South,50,14801.977625185213
2020-07-27,1058,Electronics,South,61,9026.255404221798
2020-07-28,1031,Groceries,West,4,192.08734067325207
2020-07-29,1095,Clothing,North,72,5838.755677428797
2020-07-30,1087,Electronics,East,88,31028.53084462302
2020-07-31,1051,Groceries,South,75,1576.5931141061128
2020-08-01,1061,Groceries,North,17,7304.1705618964315
2020-08-02,1057,Groceries,North,85,29771.64868953839
2020-08-03,1051,Clothing,South,57,22022.657098724514
2020-08-04,1011,Clothing,North,90,37766.914205022236
2020-08-05,1038,Books,South,48,3366.149641237861
2020-08-06,1001,Books,South,44,18172.04552131463
2020-08-07,1002,Groceries,South,45,11577.365750382192
2020-08-08,1055,Groceries,East,91,40395.507970005056
2020-08-09,1080,Clothing,South,80,35554.194761565464
2020-08-10,1058,Books,West,90,1966.2517295589062
2020-08-11,1001,Groceries,North,33,6520.930534368824
2020-08-12,1001,Books,East,31,8305.997709193503
2020-08-13,1091,Books,North,47,16092.632867700233
2020-08-14,1053,Groceries,East,6,901.3875652513539
2020-08-15,1086,Clothing,West,72,9615.578956248934
2020-08-16,1095,Groceries,East,71,13974.234367107954
2020-08-17,1096,Groceries,East,34,8685.638604553242
2020-08-18,1000,Books,East,53,25231.267629598584
2020-08-19,1018,Groceries,North,14,5368.06408154442
2020-08-20,1001,Clothing,South,16,3525.8779487916095
2020-08-21,1052,Groceries,North,43,1575.495379734672
2020-08-22,1043,Clothing,South,73,6757.981580982273
2020-08-23,1089,Clothing,North,74,17271.81962582206
2020-08-24,1031,Books,West,81,33110.74997491757
2020-08-25,1069,Electronics,West,12,2358.4897497827824
2020-08-26,1031,Electronics,East,70,19170.435120555547
2020-08-27,1067,Books,West,19,8492.7034894523
2020-08-28,1054,Groceries,East,41,18768.166851880975
2020-08-29,1074,Books,South,53,6133.676657616644
2020-08-30,1055,Clothing,West,29,909.4838386727663
2020-08-31,1016,Electronics,South,70,11175.581212322963
2020-09-01,1037,Books,North,59,20705.644921613304
2020-09-02,1023,Groceries,South,89,42368.00308457498
2020-09-03,1068,Books,North,64,3055.7235195018125
2020-09-04,1097,Electronics,South,24,574.9696120594331
2020-09-05,1069,Books,South,89,39447.659958307326
2020-09-06,1085,Books,West,16,6025.458909768627
2020-09-07,1010,Electronics,South,52,25802.493796884057
2020-09-08,1015,Clothing,West,80,16354.280953453603
2020-09-09,1096,Clothing,West,6,1283.1896611021018
2020-09-10,1072,Electronics,East,37,3494.013610202761
2020-09-11,1058,Books,East,85,5675.033905679147
2020-09-12,1069,Electronics,North,4,1174.2873007568664
2020-09-13,1079,Clothing,South,98,18472.965762177857
2020-09-14,1092,Groceries,North,92,4540.665473371648
2020-09-15,1002,Books,South,38,16895.699234524214
2020-09-16,1019,Clothing,East,41,4394.981447129101
2020-09-17,1058,Books,East,92,34666.18236291926
2020-09-18,1035,Electronics,South,81,12011.65297992783
2020-09-19,1018,Groceries,South,14,5716.527138964202
2020-09-20,1089,Electronics,East,71,4829.026113268084
2020-09-21,1066,Groceries,East,86,32720.85765474503
2020-09-22,1018,Books,North,51,2961.990658773806
2020-09-23,1019,Books,East,65,14884.267843243644
2020-09-24,1095,Electronics,South,93,34378.57825682398
2020-09-25,1070,Groceries,North,52,4933.604352642227
2020-09-26,1051,Groceries,South,95,14247.705230814956
2020-09-27,1032,Books,West,30,13012.074783755306
2020-09-28,1039,Electronics,North,57,25291.382632950554
2020-09-29,1038,Groceries,South,79,2529.4513644450326
2020-09-30,1081,Books,East,82,7573.8797194825465
2020-10-01,1000,Clothing,West,99,6688.563822636391
2020-10-02,1010,Electronics,South,30,2941.488491374154
2020-10-03,1091,Clothing,North,98,47568.4145211872
2020-10-04,1056,Electronics,South,42,11773.065020107593
2020-10-05,1088,Books,West,11,2633.1257845520554
2020-10-06,1049,Groceries,North,27,13294.50334601531
2020-10-07,1022,Groceries,West,24,6789.804087162249
2020-10-08,1030,Groceries,South,99,33060.8306555314
2020-10-09,1093,Electronics,East,39,6749.245134999834
2020-10-10,1041,Books,East,72,14201.012419895815
2020-10-11,1098,Clothing,South,18,5422.690765196024
2020-10-12,1006,Books,South,77,3403.017630337535
2020-10-13,1015,Clothing,South,45,6092.217637287293
2020-10-14,1089,Electronics,North,88,9366.522636728441
2020-10-15,1059,Electronics,West,87,1547.5353495583533
2020-10-16,1001,Clothing,West,12,3276.9794706600806
2020-10-17,1000,Clothing,West,49,13960.878676968337
2020-10-18,1047,Clothing,South,94,18624.240613096146
2020-10-19,1011,Books,West,31,4391.970261170173
2020-10-20,1068,Clothing,South,92,30314.859209837683
2020-10-21,1036,Electronics,North,22,1671.625759724445
2020-10-22,1031,Electronics,East,44,11621.340082057803
2020-10-23,1008,Groceries,South,92,35544.77528034275
2020-10-24,1098,Clothing,South,64,5792.384776749532
2020-10-25,1018,Books,East,77,29190.48239122024
2020-10-26,1047,Books,East,25,9569.732737129125
2020-10-27,1079,Books,North,51,2007.5669392790683
2020-10-28,1002,Groceries,West,7,134.4302384790337
2020-10-29,1019,Electronics,South,6,2923.370093605293
2020-10-30,1023,Books,West,24,2514.180075706181
2020-10-31,1053,Electronics,South,19,7844.116036721958
2020-11-01,1032,Groceries,North,83,23680.466059352293
2020-11-02,1023,Clothing,East,9,1256.322214738156
2020-11-03,1074,Clothing,North,36,2652.678501955854
2020-11-04,1071,Clothing,East,40,10134.87456212346
2020-11-05,1035,Books,West,93,19493.15876595403
2020-11-06,1037,Clothing,West,24,8458.900360976719
2020-11-07,1083,Books,North,48,21746.044285362535
2020-11-08,1098,Groceries,East,63,25488.008444561347
2020-11-09,1088,Groceries,North,69,9969.22381742469
2020-11-10,1098,Books,East,53,23355.89568320638
2020-11-11,1024,Electronics,East,54,22591.534171207823
2020-11-12,1092,Clothing,West,42,19541.62368999399
2020-11-13,1017,Clothing,West,45,10563.471103887628
2020-11-14,1081,Clothing,East,90,34794.165103254476
2020-11-15,1065,Books,East,14,4198.7743294923785
2020-11-16,1053,Groceries,East,29,4702.2441137281585
2020-11-17,1034,Clothing,West,6,2983.6271474757245
2020-11-18,1079,Groceries,West,7,201.39461126003843
2020-11-19,1060,Clothing,South,37,3312.001740496024
2020-11-20,1040,Clothing,East,53,23709.325154953312
2020-11-21,1099,Books,South,18,714.1642788994275
2020-11-22,1032,Electronics,East,87,38675.16504885433
2020-11-23,1067,Books,West,38,13697.423884203701
2020-11-24,1032,Clothing,South,59,1650.5345959562183
2020-11-25,1013,Clothing,South,1,220.36682099854653
2020-11-26,1020,Electronics,North,68,25818.98954707454
2020-11-27,1047,Groceries,East,44,13011.642136640041
2020-11-28,1019,Groceries,West,47,22023.115853941465
2020-11-29,1007,Clothing,North,35,15230.095164440798
2020-11-30,1006,Groceries,North,87,15050.768694294644
2020-12-01,1066,Clothing,East,91,4683.526648240829
2020-12-02,1016,Electronics,North,60,28361.15696558215
2020-12-03,1032,Electronics,East,90,23712.346458565564
2020-12-04,1047,Clothing,North,52,2415.6514689972482
2020-12-05,1075,Electronics,East,8,3280.976404368376
2020-12-06,1058,Books,West,80,34845.45365086733
2020-12-07,1085,Books,East,41,13256.04102114731
2020-12-08,1021,Electronics,East,3,687.8381795589196
2020-12-09,1029,Clothing,South,96,32108.61849970086
2020-12-10,1037,Clothing,West,69,24582.97575179023
2020-12-11,1050,Electronics,West,84,37597.113074818444
2020-12-12,1053,Groceries,West,14,6697.211127370703
2020-12-13,1007,Books,North,96,25153.65665966847
2020-12-14,1026,Groceries,South,26,10432.820357128407
2020-12-15,1026,Clothing,West,70,33782.677770513765
2020-12-16,1097,Clothing,North,58,4878.335670136774
2020-12-17,1020,Groceries,North,40,758.052439549663
2020-12-18,1029,Electronics,North,51,22225.404683478868
2020-12-19,1096,Groceries,South,5,528.419666455544
2020-12-20,1027,Groceries,North,77,2372.7238650178497
2020-12-21,1063,Books,South,32,2830.3074384687307
2020-12-22,1096,Books,East,80,15857.304520755755
2020-12-23,1068,Groceries,North,1,117.44019378036424
2020-12-24,1060,Groceries,West,77,12287.219425959716
2020-12-25,1047,Clothing,North,54,26346.280600839025
2020-12-26,1018,Books,East,11,3906.74588303628
2020-12-27,1003,Books,East,53,19025.619182735707
2020-12-28,1034,Clothing,North,8,451.16666893345746
2020-12-29,1063,Electronics,East,25,9218.205030327974
2020-12-30,1048,Books,South,40,14891.148925923975
2020-12-31,1016,Books,South,32,10664.801888615993
2021-01-01,1043,Electronics,North,88,10730.173083428374
2021-01-02,1091,Books,South,28,6084.056377007577
2021-01-03,1029,Books,South,78,33124.68609747308
2021-01-04,1092,Electronics,West,3,1015.1963951307207
2021-01-05,1045,Electronics,North,91,33584.16235264564
2021-01-06,1005,Groceries,East,84,25016.330309178295
2021-01-07,1098,Clothing,North,79,18193.497251616944
2021-01-08,1036,Clothing,South,62,23680.000065838747
2021-01-09,1023,Electronics,West,27,1168.6585240662148
2021-01-10,1092,Electronics,North,45,15293.194157804823
2021-01-11,1045,Books,North,92,45873.97921390861
2021-01-12,1052,Groceries,South,25,9807.351135983386
2021-01-13,1094,Groceries,South,61,9294.94336105014
2021-01-14,1098,Electronics,North,44,6429.788305848006
2021-01-15,1059,Books,South,97,32682.900561507104
2021-01-16,1096,Books,South,46,20652.554952972274
2021-01-17,1062,Clothing,South,14,4104.735222216203
2021-01-18,1084,Clothing,South,8,2147.4169657066286
2021-01-19,1031,Books,South,48,4252.234828003149
2021-01-20,1086,Clothing,West,14,5048.034713768342
2021-01-21,1032,Electronics,South,65,23018.211035466822
2021-01-22,1066,Books,East,80,38704.494579486825
2021-01-23,1017,Clothing,North,82,12881.721965401597
2021-01-24,1024,Groceries,West,7,2664.607983940634
2021-01-25,1094,Books,West,79,17592.66626096022
2021-01-26,1053,Books,South,88,24961.346774487738
2021-01-27,1057,Groceries,North,49,20093.0570729694
2021-01-28,1066,Electronics,East,55,6532.766463261392
2021-01-29,1045,Groceries,South,13,2314.073870789633
2021-01-30,1023,Books,North,73,28391.251132968046
2021-01-31,1031,Electronics,South,56,16213.365195498904
2021-02-01,1046,Clothing,South,56,3096.0848398751264
2021-02-02,1085,Clothing,South,15,3311.8661208220706
2021-02-03,1022,Clothing,South,57,16954.668431336348
2021-02-04,1065,Books,South,58,26428.482133368394
2021-02-05,1026,Groceries,South,35,3582.570056447653
2021-02-06,1001,Electronics,South,88,35632.69199643706
2021-02-07,1089,Clothing,East,97,7178.5816806303865
2021-02-08,1016,Electronics,West,16,2059.127574994329
2021-02-09,1032,Books,East,8,1033.9080232812823
2021-02-10,1008,Clothing,South,93,40916.7269575655
2021-02-11,1042,Books,South,87,9354.1242105989
2021-02-12,1047,Groceries,East,45,17802.48403002827
2021-02-13,1038,Books,East,95,22447.094158613305
2021-02-14,1092,Books,West,40,19982.17904882729
2021-02-15,1041,Groceries,East,54,22742.36105433471
2021-02-16,1025,Electronics,West,14,5214.363502312031
2021-02-17,1098,Groceries,South,59,25762.697525314972
2021-02-18,1049,Groceries,North,94,30143.439883387848
2021-02-19,1024,Books,North,53,22439.649102045085
2021-02-20,1023,Electronics,North,27,3724.7081905920613
2021-02-21,1012,Clothing,North,47,2720.104951657756
2021-02-22,1059,Groceries,South,80,24944.534677797415
2021-02-23,1006,Electronics,North,6,1337.9897544309429
2021-02-24,1056,Groceries,East,55,12042.57943313104
2021-02-25,1035,Groceries,East,97,26006.325426000094
2021-02-26,1044,Groceries,North,44,8231.409105353096
2021-02-27,1019,Groceries,East,18,5701.845067325753
2021-02-28,1064,Books,West,16,399.6560000054185
2021-03-01,1007,Electronics,South,12,5822.961090264768
2021-03-02,1015,Electronics,North,20,9262.14812204659
2021-03-03,1013,Electronics,North,45,21072.707084931637
2021-03-04,1075,Groceries,South,64,12086.509621505407
2021-03-05,1086,Books,East,59,15966.967585924576
2021-03-06,1014,Groceries,South,93,44409.731581333705
2021-03-07,1091,Groceries,South,94,42502.05935905464
2021-03-08,1097,Electronics,East,90,35749.7813872406
2021-03-09,1065,Groceries,South,22,4611.034538557046
2021-03-10,1031,Clothing,East,97,27793.043277848705
2021-03-11,1086,Groceries,East,47,18730.774281209397
2021-03-12,1062,Clothing,South,29,4169.500456623851
2021-03-13,1085,Groceries,West,86,27258.576377132613
2021-03-14,1050,Books,East,45,18705.951862983442
2021-03-15,1024,Books,South,77,27462.26929208237
2021-03-16,1057,Electronics,East,9,2204.5095835523134
2021-03-17,1062,Groceries,West,24,7114.994308368662
2021-03-18,1061,Clothing,West,15,7416.765242121586
2021-03-19,1021,Clothing,North,36,10979.064697576787
2021-03-20,1057,Groceries,East,13,5134.385093098761
2021-03-21,1057,Clothing,East,91,33309.30644359998
2021-03-22,1085,Books,South,44,15564.13767081307
2021-03-23,1048,Clothing,East,71,25632.479427417573
2021-03-24,1051,Electronics,North,72,16751.576025210044
2021-03-25,1041,Books,West,78,18902.40187008275
2021-03-26,1069,Books,West,76,18183.208339315534
2021-03-27,1014,Books,North,36,946.6112712304067
2021-03-28,1053,Groceries,East,61,7815.442723633149
2021-03-29,1059,Groceries,East,81,6944.645423933848
2021-03-30,1096,Books,North,40,17774.322223386243
2021-03-31,1007,Groceries,South,93,13460.354029260887
2021-04-01,1052,Clothing,West,27,2101.5960539790995
2021-04-02,1059,Groceries,North,1,68.68579663633362
2021-04-03,1004,Groceries,North,34,12001.830643638965
2021-04-04,1067,Books,East,68,882.6959196864433
2021-04-05,1005,Electronics,West,88,21202.645803740634
2021-04-06,1095,Electronics,East,21,1433.1836766054394
2021-04-07,1093,Electronics,North,33,14069.056816372587
2021-04-08,1046,Clothing,South,7,3357.484722631932
2021-04-09,1098,Groceries,West,65,31186.334526444683
2021-04-10,1054,Electronics,North,3,679.6872401517509
2021-04-11,1039,Books,North,51,16616.425462625564
2021-04-12,1051,Electronics,South,79,24004.547124330926
2021-04-13,1015,Electronics,North,95,17244.31085951611
2021-04-14,1012,Groceries,North,54,12289.946442987255
2021-04-15,1029,Groceries,West,80,3321.488931544799
2021-04-16,1018,Groceries,West,74,29592.046924668128
2021-04-17,1016,Clothing,West,93,11903.416048885989
2021-04-18,1062,Clothing,East,59,13903.845143152637
2021-04-19,1018,Electronics,South,6,1473.0249568329332
2021-04-20,1091,Groceries,West,29,8257.713813340231
2021-04-21,1057,Electronics,East,17,6982.912393607789
2021-04-22,1054,Books,East,60,20941.30275780224
2021-04-23,1089,Books,South,22,7367.81966961269
2021-04-24,1089,Groceries,South,24,6434.527030666092
2021-04-25,1061,Groceries,North,81,4618.483913830154
2021-04-26,1022,Books,East,85,17593.652844258377
2021-04-27,1008,Groceries,West,51,24433.348113750897
2021-04-28,1011,Clothing,South,50,24890.927844562186
2021-04-29,1000,Clothing,East,11,4047.3850074839493
2021-04-30,1057,Groceries,West,56,6803.01058676826
2021-05-01,1000,Books,East,71,4254.775574458145
2021-05-02,1033,Electronics,South,42,8955.85050917078
2021-05-03,1095,Groceries,North,39,16759.089054086904
2021-05-04,1047,Groceries,East,69,25096.229950849967
2021-05-05,1088,Electronics,West,48,21269.14542696679
2021-05-06,1000,Groceries,South,57,17768.632469505428
2021-05-07,1015,Electronics,North,21,1551.0788716279342
2021-05-08,1060,Books,West,82,5432.501953986232
2021-05-09,1063,Clothing,West,99,3318.5917005875717
2021-05-10,1062,Books,West,20,5757.383711620604
2021-05-11,1068,Clothing,East,15,1935.2138391921992
2021-05-12,1021,Electronics,South,69,25519.510914210878
2021-05-13,1092,Clothing,West,77,26662.210079903747
2021-05-14,1066,Books,East,51,8459.58745278384
2021-05-15,1075,Clothing,South,76,7344.094059121758
2021-05-16,1025,Electronics,South,62,3730.922626802517
2021-05-17,1015,Clothing,East,85,31559.18115431549
2021-05-18,1050,Groceries,East,37,8536.49524707217
2021-05-19,1085,Books,West,6,1011.1779476837283
2021-05-20,1056,Groceries,South,71,30512.9584199016
2021-05-21,1028,Electronics,North,26,7822.632379093952
2021-05-22,1077,Clothing,East,8,2110.569158674611
2021-05-23,1091,Groceries,South,73,27320.672731177776
2021-05-24,1068,Groceries,South,91,37276.852223091504
2021-05-25,1046,Clothing,West,4,1384.7033846285303
2021-05-26,1093,Clothing,North,21,4737.665018387339
2021-05-27,1061,Books,West,31,6071.548660690527
2021-05-28,1068,Groceries,North,21,8150.432214826105
2021-05-29,1075,Groceries,North,25,6594.362717843504
2021-05-30,1015,Electronics,East,15,5327.237677102716
2021-05-31,1089,Books,South,35,15620.339232731467
2021-06-01,1089,Electronics,South,49,22480.53414002824
2021-06-02,1047,Groceries,South,43,6281.468518798865
2021-06-03,1084,Electronics,North,41,4184.709100974808
2021-06-04,1038,Groceries,South,37,5107.13984290687
2021-06-05,1099,Groceries,East,57,21555.81355105659
2021-06-06,1032,Electronics,North,42,8035.794381829976
